name,category,review.point,price,description,percent
"highland park, 1964 vintage, 42.2%",Single Malt Scotch,94,6088.0,a marriage of two casks refill hogsheads significantly darker in color than the 1968 vintage darker and more serious in personality too red berries strawberry raspberry rhubarb plum oak sap vanilla bean smoldering peat coffee grounds toasted almond and dusty malt the finish is long and contemplative with notes of polished leather juicy oak and telicherry peppercorns £3750,42.2
"highland park, 1970 vintage, 48%",Single Malt Scotch,94,3500.0,this limited edition bottling consists of a marriage of both european and american oak still lively for its age and beautifully balanced bountiful golden fruit sultana pineapple upside down cake tangerine overripe nectarine balanced by soothing creamy vanilla a peppering of dried spice chamomile tea toasted oak cigar box and subtle smoke round out the palate soft and seductive not available in the us£2250,48.0
"highland park 18 year old, 43%",Single Malt Scotch,94,112.0,introduced to the highland park portfolio in 1997 gentle peat soft toffee floral notes and honey on the beautifully fragrant nose  superbly balanced on the velvety palate with brittle toffee stewed fruits peat honey and a hint of coffee smoke and more toffee mingle in the long elegant finish ,43.0
"lagavulin 12 year old, 56.5%",Single Malt Scotch,94,109.0,"there’s precious little reticence about this beast which leaps out of the glass blowing peat smoke everywhere  then comes raffia lapsang souchong tea seashore wet rocks elastoplast talcum powder bog myrtle laurel vetiver and the aromas of a justexpunged peat bonfire with apples baking on it huge and complex in other words
the palate starts with a fug of smoke being belched at you nonpeat freaks look away now then distinct saltiness enlivens the tongue before everything plunges down intense sweetness takes charge for a moment before it shifts into charred creosoted timbers 
this begs for some water and when it’s added out comes sandalwood and peat smoke and tar and an orris rootlike character  it’s not often i get ginlike notes on lagavulin but it’s here  which rolls over you as you roll over and succumb to its power after this year’s sublime distilleryonly bottling it’s clear that lagavulin is in a real purple patch superb ",56.5
" lagavulin 12 year old diageo special releases 2017, 56.5%",Single Malt Scotch,94,130.0,this is the 15th special releases bottling of lagavulin 12 year old matured in refill american oak hogsheads the nose is smoky with kippers charcuterie and bonfire embers offset by berry fruits on the unctuous palate smoke blends with vanilla green apples and licorice plus pepper and sea salt peppery ashy peat in the lengthy finish individual reviewer rating 91,56.5
"laphroaig triple wood, 48%",Single Malt Scotch,94,100.0,this is the first time i’ve been up for reviews here so i had a game plan play it cool mark tightly let everyone know i’m hard to please then they gave me this the whisky equivalent to front row tickets to neil young on his current twisted road tour not just a chance to get up close and personal with an old favorite but to do so with an old favorite who’s on fire laphroaig’s owners are intent on ensuring a big peaty engine for any new release but this is a monster by anyone’s standards it’s essentially quarter cask finished in oloroso sherry casks so in addition to the intense charcoal smoke attack there are rich fruity notes blackcurrant and berries it’s an evening barbecue whisky grill that fish until it’s blackened and crispy drizzle on lemon and as the smoke rears up in protest sip this big moody broody fruity and rich what’s not to love? travel retail and some european specialist retailers – dominic roskrow,48.0
"the macallan fine oak, 17 year old, 43%",Single Malt Scotch,94,120.0,"another of the fine oak series aged in both bourbon and sherry casks which will debut in the us in march of the five fine oak expressions that will be in the us 10 15 17 21 and 30 year old this is my favorite slightly besting the 15 year old lovely sweet notes creamy vanilla light toffee marshmallow shortbread and a kiss of honey are accompanied by bright fruit multilayered citrus and potpourri of dried spices along with a hint of nut and wisp of smoke a very refined and sophisticated whisky 
",43.0
"the macallan 1824 limited release, 48%",Single Malt Scotch,94,1900.0,"antique amber the darkest and most decadent of the four quite viscous and soothing with welllayered notes of apple pie marmalade and maple syrup balanced by dried fruits ginger polished leather tobacco and resinous oak one to sip and savor very slowly this whisky is much better than the last ultrapremium release the macallan 55 year old in the lalique decanter and thousands of dollars less  
",48.0
"the antiquary, 21 year old, 43%",Blended Scotch Whisky,94,100.0,"drier than the 12 year old reviewed below with some darker fruit black raspberry blueberry marrying with the brighter orchard fruit  sweet up front  honey and caramel  with a peppering of spice dried vanilla clove and cinnamon increasing as the palate develops  dry oak spice finish  lovely 
",43.0
"black bull, 30 year old, 50%",Blended Scotch Whisky,94,200.0,well what have we here? a blend of 50% malt and 50% grain a very high malt content for a blend and bottled at 50% too the whisky was blended first very unusual before being aged in sherry casks for its entire life antique amber/chestnut color full sherry impact but never cloying  the higher alcohol level and grain whisky cut through the sherry and add balance and drinkability this is a fruityconfection delight with raisin chutney fig cake orange almond scone and chocolatecovered cherry add to the mix richly textured toffee old oak polished leather and a cinnamonspiced tobacco finish a rare treat a great old blend that malt drinkers will embrace,50.0
"black bull 40 year old 7th release, 47.6%",Blended Scotch Whisky,94,1400.0,jawdropping aberlour 1973 bunnahabhain 1968 and 1969 bowmore 1968 caperdonich 1972 glen grant 1974 glenfarclas 1966 glenlivet 1968 and 1970 highland park 1967 and 1970 and macallan 1969 it includes a 14% grain content from caledonian 1974 carsebridge 1970 girvan 1974 invergordon 1972 lochside 1966 north of scotland 1974 and port dundas 1973 an elegant refined mélange of peach pear soft oak and rose cream florals with dark fruit chocolate and fine pepper outstanding,47.6
"blue hanger 6th release berry bros. & rudd, 45.6%",Blended Malt Scotch Whisky,94,84.0,if you want proof that blended malts can be world class you'll find it in any bottle of blue hanger lovingly created by berry bros whisky maker doug mcivor every release has been exceptional even by the series’ own high standards this sixth release surpasses itself the nose is fresh clean and citrusy with wafts of sherry but there are smoky hints too and it's that peaty earthy note on the palate that gives this release a new dimension enriching the fruity speyside sweetness at the whisky's core the age and quality of the malt asserts itself throughout this really is stunning stuff £68,45.6
"royal salute 62 gun salute, 43%",Blended Scotch Whisky,94,3000.0,named after the gun rounds fired on royal anniversaries at the tower of london heightened sherry tones with dark madagascar chocolate brazil nut fondant cream and faint espresso indulge the nose one heavenly sip reveals a velvety smooth whisky thick and sticky all revolving around the chocolate and nut with a little support from dark fruits you can chew over this for hours as the finish softpedals the main themes a work of genius,43.0
